Codigo;Descricao;Tipo;Unidade;Familia;Desc.Familia;Pos.IPI/NCM;Descr.Espec.;Materia Pri.;IPI de Pauta;Observacao;Serie
000000000000226;GGD 1020 RED LAM 32.00X2000 1P;PA;KG;0001;SEM CLASSIFICACAO;7214.99.10;;;;;
000000000000227;GGD 1020 RED TREF 38.10X2000 1;PA;KG;0001;SEM CLASSIFICACAO;7215.50.00;;;;;
000000000000228;GGD 1020 RED TREF 50.80X1000;PA;KG;0001;SEM CLASSIFICACAO;7215.50.00;;;;;
000000000000229;GGD1020 RED TREF 50.80X1000;PA;KG;0001;SEM CLASSIFICACAO;7215.50.00;;;;;
000000000000230;GGD 1020 RED TREF 63.50X1000 1;PA;KG;0001;SEM CLASSIFICACAO;7215.50.00;;;;;
000000000000231;ASTM 6351 RED EXTR 19.05X2000;PA;KG;0001;SEM CLASSIFICACAO;7604.29.20;;;;;
000000000000232;ASTM 6351 RED EXTR 25.40X2000;PA;KG;0001;SEM CLASSIFICACAO;7604.29.20;;;;;
000000000000233;ASTM 6351 RED EXTR 38.10X2000;PA;KG;0001;SEM CLASSIFICACAO;7604.29.20;;;;;
000000000000234;ASTM 6351 RED EXTR 50.80X2000;PA;KG;0001;SEM CLASSIFICACAO;7604.29.20;;;;;
000000000000235;ASTM 6351 RED EXTR 76.20X1000;PA;KG;0001;SEM CLASSIFICACAO;7604.29.20;;;;;
000000000000236;ASTM 6351 RED EXTR 101.60X1000;PA;KG;0001;SEM CLASSIFICACAO;7604.29.20;;;;;
000000000000237;ASTM 3105 CHPX LAM 2.20X396 CA;PA;PC;0001;SEM CLASSIFICACAO;7606.12.90;;;;;
000000000000238;ASTM 3105 CHPX LAM 2.70X1250.0;PA;KG;0001;SEM CLASSIFICACAO;7606.12.90;;;;;
000000000000239;FEIXE DE MOLAS;PA;UN;0001;SEM CLASSIFICACAO;8708.80.00;;;;;
000000000000240;COXIM ELASTICO;PA;UN;0001;SEM CLASSIFICACAO;4016.99.90;;;;;
000000000000241;MOLA;PA;UN;0001;SEM CLASSIFICACAO;7320.20.10;;;;;
000000000000242;COIFA SUSP. DIANT PALIO;PA;UN;0001;SEM CLASSIFICACAO;4016.99.90;;;;;
000000000000243;BATENTE BORRACHA;PA;UN;0001;SEM CLASSIFICACAO;4016.99.90;;;;;
000000000000244;COXIM;PA;UN;0001;SEM CLASSIFICACAO;4016.99.90;;;;;
000000000000245;BATENTE;PA;UN;0001;SEM CLASSIFICACAO;8708.80.00;;;;;
000000000000246;CONEXAO ADAP. 4-6;PA;PC;0001;SEM CLASSIFICACAO;7307.19.20;;;;;
000000000000247;HPA ARMA-C125-BRN ADVANTECH;PA;PC;0001;SEM CLASSIFICACAO;8543.70.15;;;;SAIU TESTES BETA CASSIO 12/02/14;2948
000000000000248;HPA XTRD-400C XICOM TECH;PA;PC;0001;SEM CLASSIFICACAO;8543.70.15;;;;SAIU MANUTENCAO 2019/16/0719(BETA);3354 (OBS)
000000000000249;RECEPTOR TS 7200-S2 TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;ALM P3 21/06/2018;FJEE00095
000000000000250;RECEPTOR TS 7200-S2 TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU MANUTENCAO TEC SYS 29/05/14;FJEE00104
000000000000251;RECEPTOR TS 7200-S2 TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU MCR CHITAO 12/12/17;FJEE00086
000000000000252;TROCADORES DE CALOR TUBULARES;PA;A;0001;SEM CLASSIFICACAO;8419.50.21;;;;;
000000000000253;IRD HD MX5000 ADI;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;DEVOLUCAO;20011
000000000000254;HPA ALGA MICRO 10353-2  APOLLO;PA;PC;0001;SEM CLASSIFICACAO;8536.50.20;;;;SAIU MANUTENCAO BETA 15/01/2016;090677
000000000000255;HPA ALGA MICRO 10353-2  APOLLO;PA;PC;0001;SEM CLASSIFICACAO;8536.50.20;;;;SAIU MANUTENCAO BETA 04/11/2020;090705
000000000000256;RECEPTOR SFX4104FR I D C;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SUCATA 2019/16/08/19 (EXTERIOR RODRIGO);09110022
000000000000257;RECEPTOR SFX4104FR I D C;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU CINEMAS UCI ORIENTE BARRA 07/05/14;10040814
Codigo;Descricao;Tipo;Unidade;Familia;Desc.Familia;Pos.IPI/NCM;Descr.Espec.;Materia Pri.;IPI de Pauta;Observacao;Serie
000000000000258;RECEPTOR SFX4104FR I D C;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU CINEMAS 768-BH SHOPPING 18/09/14;10040788
000000000000259;RECEPTOR SFX4104FR I D C;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU CINEMAS NEW YORK RIO 07/05/14;10040839
000000000000260;TROCADORES DE CALOR TUBULARES;MC;UN;0001;SEM CLASSIFICACAO;8419.50.21;;;;;
000000000000261;SPECTRUM ANALYZER 8594E HP;PA;PC;0001;SEM CLASSIFICACAO;9030.90.90;;;;DEFEITO 2019/20/08/19 CONT2(V.NEXVIA);3911A08446
000000000000263;SPECTRUM 2398 IFR;PA;PC;0001;SEM CLASSIFICACAO;9030.90.90;;;;SAIU MANUTENCAO LCV 02/09/2020;81200088
000000000000264;CABOS DE AUDIO E VIDEO;PA;PC;0001;SEM CLASSIFICACAO;8544.59.00;;;;SAO 8 PECAS NESTE KIT RS 400,00;
000000000000265;FRAME VP2232-BK  ADC;PA;PC;0001;SEM CLASSIFICACAO;8517.62.13;;;;;227290277
000000000000266;PATCH MVJ-3T ADC;PA;PC;0001;SEM CLASSIFICACAO;8517.62.13;;;;ESTE KIT TEM 4 PC RS 800,00;SEM S/N
000000000000267;HPA XTRD-400C XICOM TECH;PA;PC;0001;SEM CLASSIFICACAO;8543.70.15;;;;SAIU C.36 ADELINO 26/02/2019;8783
000000000000268;HPA XTRD-400K XICOM TECH (KU);PA;PC;0001;SEM CLASSIFICACAO;8543.70.15;;;;SAIU MANUTENCAO BETA 2020/09/06/20;6838 (ANTIGO 8776)
000000000000269;DECODER IRD RX1290 TANDBERG;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;SAIU PROJETO FOX 26/01/12;111091
000000000000270;MONITOR AUD AMP1A-30 WOHLER;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;SAIU C.45 2019/26/12/19(CASSIO);91346
000000000000271;MONITOR DT-V17G1Z JVC;PA;PC;0001;SEM CLASSIFICACAO;8528.49.29;;;;SAIU C.18 ARGENTINA 07/05/2018;07500020
000000000000272;CHAVE XTC-114D XICOM.TECNOLOGY;PA;PC;0001;SEM CLASSIFICACAO;8517.61.43;;;;SAIU PROJETO FOX RIO 10/01/12;17733
000000000000273;FRAME X75HD LEITCH;PA;PC;0001;SEM CLASSIFICACAO;8543.70.33;;;;SAIU PROJETO FOX RIO 05/01/12;LHTI 0242570021
000000000000274;FRAME X75HD LEITCH;PA;PC;0001;SEM CLASSIFICACAO;8543.89.33;;;;SAIU PROJETO FOX RIO 05/01/12;LHTI 0242570001
000000000000275;AR CONDICIONADO ABP12QC KOMECO;PA;PC;0001;SEM CLASSIFICACAO;8415.10.11;;;;SAIU CINELIVE LAUDSON 27/01/14;JAAYAA7003781004614
000000000000276;ANTENA 2,60M EMBRASAT;PA;PC;0001;SEM CLASSIFICACAO;8529.10.11;;;;SAIU EVENTO CROSSMEDIA MANOEL 22/09/16;SEM S/N
000000000000277;SUPERM.TOASTER5 B-MAGICS;PA;PC;0001;SEM CLASSIFICACAO;8521.90.10;;;;SAIU C.35 PESO 13/08/16 2016 OK;C74300803G30578 / 12410
000000000000278;SWITCHER VIDEO SX 84 NEWTEK;PA;PC;0001;SEM CLASSIFICACAO;8543.70.36;;;;SAIU WTC FOI NEGOCIADA  26/11/13;B1AS19427760169
000000000000279;SWITCH VIDEO SX -SDI NEWTEK;PA;PC;0001;SEM CLASSIFICACAO;8543.70.36;;;;SAIU WTC FOI NEGOCIADA  26/11/13;B1AS12134128439
000000000000280;CAIXA MSP3 YAMAHA;PA;PC;0001;SEM CLASSIFICACAO;8518.90.01;;;;SAIU WTC FONSECA 22/02/11;
000000000000281;CAIXA MSP3 YAMAHA;PA;PC;0001;SEM CLASSIFICACAO;8518.90.01;;;;SAIU WTC FONSECA 22/02/11;
000000000000282;DIST 3UP/10 C.FRM 3.10 FLORIPA;PA;PC;0001;SEM CLASSIFICACAO;8517.62.59;;;;SAIU C.17 INVENTARIO 20/07/16;
000000000000283;QUAD COLOR QC41-F;PA;PC;0001;SEM CLASSIFICACAO;8517.62.59;;;;SAIU WTC FONSECA 22/02/11;80004
000000000000284;KIT MICROLINK(06)HD BOXX;PA;PC;0001;SEM CLASSIFICACAO;8517.61.43;;;;ALM FUNDO 17/04/2019;370141ZXV
000000000000285;KIT MICROLINK(05)HD BOXX;PA;PC;0001;SEM CLASSIFICACAO;8517.61.43;;;;ALM N3 27/12/16;370148ZXV
000000000000286;ENCODER EN5990 TANDBERG;PA;PC;0001;SEM CLASSIFICACAO;8543.89.99;;;;;13085
000000000000287;ENCODER EN5990 TANDBERG;PA;PC;0001;SEM CLASSIFICACAO;8543.89.99;;;;;8804
000000000000288;VT DVCAM DSR1500A SONY;PA;PC;0001;SEM CLASSIFICACAO;8521.10.10;;;;SAIU WTC FOI NEGOCIADA  26/11/13;0301020
000000000000289;VT DVCAM DSR1500A SONY;PA;PC;0001;SEM CLASSIFICACAO;8521.10.10;;;;SAIU WTC FOI NEGOCIADA  26/11/13;0151318
000000000000290;VIDEO CASSETE VC-X698 SEMP;PA;PC;0001;SEM CLASSIFICACAO;8521.10.10;;;;ALM T3 26/12/12;AA016770
000000000000291;ANTENA VHF SDV2210 PHILIPS;PA;PC;0001;SEM CLASSIFICACAO;8529.10.19;;;;CARNAVAL MARCIO GOOGLE 2;A1024018218
000000000000292;FRAME DPS 575 LEITCH;PA;PC;0001;SEM CLASSIFICACAO;8543.89.33;;;;SAIU IGREJA MUNDIAL WANDER 04/10/16 2016;LHTI0196074007
000000000000293;FRAME DPS 575 LEITCH;PA;PC;0001;SEM CLASSIFICACAO;8543.89.33;;;;SAIU INTERPOOL CASSIO 06/08/13;LHTI0196075038
000000000000294;FRAME DPS 575 LEITCH;PA;PC;0001;SEM CLASSIFICACAO;8543.89.33;;;;SAIU MCR WHASHINGTON 07/05/14;LHTI0194685008
000000000000295;MONITOR M198WA-BM LG;PA;PC;0001;SEM CLASSIFICACAO;8528.21.10;;;;SAIU WTC FOI NEGOCIADA  26/11/13;807SPCA15019
000000000000296;RECEPTOR UC-IRD+ UPCOM;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;SAIU CINEPOLIS S.L.M MA 23/07/13;PB25001020082
000000000000297;RECEPTOR UC-IRD+ UPCOM;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;SAIU CINEMAS LAGOON RJ 24/09/14;PB25001020081
000000000000298;RECEPTOR UC-IRD+ UPCOM;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;SAIU FLY MANAUS MULTIVIDEO 18/11/16;PB25001020079
000000000000299;RECEPTOR UC-IRD+ UPCOM;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;FOI EXPORTACAO 13/11/12;PB25001020075
000000000000300;MODULADOR UC-250L2 UPCOM;PA;PC;0001;SEM CLASSIFICACAO;8517.61.43;;;;ALM Q4 02/08/16 OK;V10447106
000000000000301;KIT MICROLINK(03)CB-BOXX V-LOK;PA;PC;0001;SEM CLASSIFICACAO;8517.61.43;;;;ALM N3 03/09/15 2015 OK;002018
000000000000302;MULTIPLEXER TS9600-4 TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8517.62.12;;;;SAIU MANUTENCAO TECSYS 30/10/14;LHDI00017
000000000000303;MULTIPLEXER TS9600-8 TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8517.62.12;;;;SAIU MANUTENCAO 2019/21/10/19(TECSYS);AIDN00024
000000000000304;NETBOOK LGX13 LG;PA;PC;0001;SEM CLASSIFICACAO;8471.30.12;;;;ENTREGUE A RODRIGO BAIAO 02/03/11;005BZHC002865
000000000000305;RIG 3D GRANDE SEM S/N;PA;PC;0001;SEM CLASSIFICACAO;9010.60.00;;;;ESTA NO BULLBA;SEM S/N
000000000000306;CAM 3D AG-3DA1P PANASONIC (2);PA;PC;0001;SEM CLASSIFICACAO;8525.80.21;;;;SAIU CINELIVE LAUDSON 13/11/14;KOTFA0015
000000000000307;CAM 3D AG-3DA1P PANASONIC (1);PA;PC;0001;SEM CLASSIFICACAO;8525.80.21;;;;SAIU CINELIVE LAUDSON 13/11/14;KOTFA0016 DSI 11/0005292-1
000000000000308;SWITCHER AG-HMX100 PANASONIC;PA;PC;0001;SEM CLASSIFICACAO;8525.80.21;;;;SAIU SPORT PROMOTION 366 29/04/2019;KOTVA0031 NOSSA NF 031
000000000000309;TR.CA TUBULAR (GUIA DE ONDA);PA;PC;0001;SEM CLASSIFICACAO;8419.50.21;;;;SAIU CARROS 12/11/12;SEM S/NDI 11/0304772 17/02/11
000000000000310;ADAP CAM CFTV 24VAC NODAJI;PA;PC;0001;SEM CLASSIFICACAO;8504.40.29;;;;QUANTIDADE 7 PECAS 2 IRAO PARA A ESPN 5;SEM S/N / SETOR Q3
000000000000311;FRAME FA9000 FOR A;PA;PC;0001;SEM CLASSIFICACAO;8543.90.90;;;;SAIU MANUTENCAO BETEL 02/10/2020;11340728
000000000000312;SERVICO DE TELECOMUNICACAO;PA;UN;0001;SEM CLASSIFICACAO;8517.61.4;;;;;
000000000000313;UP CONV.AZIM.NTC/2142 NEWTEC;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;ALM D4 14/05/2018;40000043
000000000000314;MODULADOR S.7500 SCOPUS;PA;PC;0001;SEM CLASSIFICACAO;8517.62.55;;;;SAIU GLOBO RIO 04/03/11 WANDER;00110299
000000000000315;KIT BUC E FONTE;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;SAIU GLOBO RIOO 04/03/11 WANDER;SEM SN
000000000000316;HPA XTRS-200C XIC TECHN (REV);PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;LAB CASSIO 27/07/15 2015 OK;13580
000000000000317;ENCODER EN5990 TANDBERG;PA;PC;0001;SEM CLASSIFICACAO;8543.89.99;;;;ALM Q2 02/08/16 OK;TB12310
000000000000318;NOBREAK GXT2-6000RT230 LIBERT;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;LAB CASSIO VEIO BETEL 11/05/16   @;07120R0033BW641
000000000000319;NOBREAK GXT2-6000RT230 LIBERT;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;VIROU SUCATA CASSIO 09/05/13;08197R0013BW641
000000000000320;NOBREAK GXT2-6000RT230 LIBERT;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;SUCATA DESMOTADO(INVT) 25/04/13;08197R0007BW641
000000000000321;CAMERA BRC-300 SONY;PA;PC;0001;SEM CLASSIFICACAO;8525.40.10;;;;SAIU WTC FOI NEGOCIADA  26/11/13;116842
000000000000322;CAMERA BRC-300 SONY;PA;PC;0001;SEM CLASSIFICACAO;8525.40.10;;;;SAIU WTC FOI NEGOCIADA  26/11/13;119017
000000000000323;CAMERA BRC-300 SONY;PA;PC;0001;SEM CLASSIFICACAO;8525.40.10;;;;SAIU WTC FOI NEGOCIADA  26/11/13;116781
000000000000324;CAMERA BRC-300 SONY;PA;PC;0001;SEM CLASSIFICACAO;8525.40.10;;;;SAIU WTC FOI NEGOCIADA  26/11/13;120930
000000000000325;TRICASTER TCXD3OO NEWTEK;PA;PC;0001;SEM CLASSIFICACAO;8521.90.10;;;;RETORNOU E FOI DESMEMBRADO NAO FUI AVISA;01AFS1105645774
000000000000326;REMOTE RM-BR300 SONY;PA;PC;0001;SEM CLASSIFICACAO;8531.80.00;;;;SAIU FOX RIO 12/07/13 WANDER / ARI;110959 SEM FONTE
000000000000327;MONITOR W2252TQ-PF LG;PA;PC;0001;SEM CLASSIFICACAO;8528.49.29;;;;SAIU COM RICARDO 10/03/11;810SPTMF413
000000000000328;PROCES COP-QUAD04 COL QUAD;PA;PC;0001;SEM CLASSIFICACAO;8471.50.10;;;;SAIU  RICARDO 25/03/11;2008120073
000000000000329;HPA XTRD-200C XICOM TECH;PA;PC;0001;SEM CLASSIFICACAO;8543.70.15;;;;SAIU SBT PORTO ALEGRE KILKA 20/03/17@;8775 (S/N CORRETO 14619)
000000000000330;REMOTE RCP-D50 SONY;PA;PC;0001;SEM CLASSIFICACAO;8531.80.00;;;;SAIU C.02  RAFAEL 27/11/13;121477(REM) FALTA 1 BOTAO
000000000000331;CCU TX50 SONY;PA;PC;0001;SEM CLASSIFICACAO;8529.90.90;;;;VENDIDA WANDER 07/07/16;121477(B)
000000000000332;HPA SSPB-C400 ADVANTECH (A);PA;PC;0001;SEM CLASSIFICACAO;8536.50.20;;;;SAIU MANUTENCAO BETA 17/11/17;AMT-B7836
000000000000333;HPA SSPB-C400 ADVANTECH (B);PA;PC;0001;SEM CLASSIFICACAO;8536.50.20;;;;SAIU MANUTENCAO BETA 2020/12/06/20;AMT-B7837
000000000000334;REMOTE 16R-250L12 ADVANTECH;PA;PC;0001;SEM CLASSIFICACAO;8536.50.20;;;;ALM Q4 27/09/16 2016 OK;AMT-B7648
000000000000335;REMOTE 16R-250L12 ADVANTECH;PA;PC;0001;SEM CLASSIFICACAO;8536.50.20;;;;ALM 25/02/2019;AMT-B7647
000000000000336;CHAVE SM3-1297 + CARGA  S.M.I;PA;PC;0001;SEM CLASSIFICACAO;8536.50.20;;;;CHEGOU EM 04/03/11;391
000000000000337;MODULDOR AZ110 NEWTEC;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU C.34 C.AMERICA CHILE CHICA 21/05/15;40002514
000000000000338;MODULDOR AZ110 NEWTEC;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU BOA VISTA 202006/02/20(CASSIO);40002515
000000000000339;MODULDOR AZ110 NEWTEC;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU MANAUS C.29 26/04/2019;40002516
000000000000340;MODULDOR AZ110 NEWTEC;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;ALM 2019/21/11/19 A2(V.CASSIO);40002517
000000000000341;MODULDOR AZ110 NEWTEC;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU MANUTENCAO 2020/05/02/20(NEWTEC);40002518
000000000000342;MODULDOR AZ110 NEWTEC;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU MANAUS C.29 26/04/2019;40002519
000000000000343;MODULDOR AZ110 NEWTEC;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU C.36 CASSIO 21/03/17;40002520
Codigo;Descricao;Tipo;Unidade;Familia;Desc.Familia;Pos.IPI/NCM;Descr.Espec.;Materia Pri.;IPI de Pauta;Observacao;Serie
000000000000344;MODULDOR AZ110 NEWTEC;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU MCR CHITAO 29/11/16;40002521
000000000000345;MODULDOR AZ110 NEWTEC;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU C.43 2019/27/12/19(CASSIO);40002522
000000000000346;MODULDOR AZ110 NEWTEC;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU C.18 JARRAO 08/05/14;40002523
000000000000347;RECEP BE-IRD-5502PH TELAIRITY;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU C.24 2019/22/10/19(CASSIO);PK06001040074
000000000000348;RECEP BE-IRD-5502PH TELAIRITY;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU CINEMAS KINOP D.PEDRO CAMP 19/09/14;PK06001040058 (CASSIO CEDEU)
000000000000349;RECEP BE-IRD-5502PH TELAIRITY;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU MCR PROJETO CNT;PK06001040071
000000000000350;RECEP BE-IRD-5502PH TELAIRITY;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU MANAUS C.29 26/04/2019;PK06001040064
000000000000351;RECEP BE-IRD-5502PH TELAIRITY;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU UNIDADE FOX CASSIO 02/05/13;PK06001040060
000000000000352;RECEP BE-IRD-5502PH TELAIRITY;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU LUCIANO 11/03/11;PK06001040072
000000000000353;RECEP BE-IRD-5502PH TELAIRITY;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;FOI PARA EUA 16/08/11 ALEXANDRE;PK06001040065
000000000000354;RECEP BE-IRD-5502PH TELAIRITY;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU PROJETO FOX RIO 05/01/12;PK06001040068
000000000000355;RECEP BE-IRD-5502PH TELAIRITY;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU PROJETO FOX RIO 05/01/12;PK06001040053
000000000000356;RECEP BE-IRD-5502PH TELAIRITY;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;FOI PARA EUA 16/08/11 ALEXANDRE;PK06001040066
000000000000357;REMOTE X85-RCP HARRIS;PA;PC;0001;SEM CLASSIFICACAO;8543.70.33;;;;SAIU PROJETO FOX RIO 11/01/12;LHTI 2110395018
000000000000358;REMOTE X85-RCP HARRIS;PA;PC;0001;SEM CLASSIFICACAO;8543.70.33;;;;SAIU STUDIO CLEBER FERREIRA 16/01/15;LHTI 2110395016
000000000000359;REMOTE X85-RCP HARRIS;PA;PC;0001;SEM CLASSIFICACAO;8543.70.33;;;;SAIU CINELIVE ALEX/LAUDSON 17/10/14;LHTI 2110395019
000000000000360;REMOTE X85-RCP HARRIS;PA;PC;0001;SEM CLASSIFICACAO;8543.70.33;;;;SAIU C.01 2019/30/10/19(CAIO);LHTI 2110395014
000000000000361;REMOTE X85-RCP HARRIS;PA;PC;0001;SEM CLASSIFICACAO;8543.70.33;;;;SAIU PROJETO FOX RIO 11/01/12;LHTI 2110395017
000000000000362;REMOTE X85-RCP HARRIS;PA;PC;0001;SEM CLASSIFICACAO;8543.70.33;;;;SAIU RAFAEL MACEIO 08/05/2018;LHTI 2110395021
000000000000363;REMOTE X85-RCP HARRIS;PA;PC;0001;SEM CLASSIFICACAO;8543.70.33;;;;SAIU PROJETO FOX RIO 11/01/12;LHTI 2110395022
000000000000364;REMOTE X85-RCP HARRIS;PA;PC;0001;SEM CLASSIFICACAO;8543.70.33;;;;SAIU CINELIVE ESTUDIO  CAIO 16/01/14;LHTI 2110395023
000000000000365;REMOTE X85-RCP HARRIS;PA;PC;0001;SEM CLASSIFICACAO;8543.70.33;;;;ALM R2 01/08/16 OK;LHTI 2110445684
000000000000366;REMOTE X85-RCP HARRIS;PA;PC;0001;SEM CLASSIFICACAO;8543.70.33;;;;ALM R2 28/11/17(V.MCR);LHTI 2110486535
000000000000367;NOTEBOOK VOLSTRO 3500 + ACESSO;PA;PC;0001;SEM CLASSIFICACAO;8471.30.19;;;;SAIU EVENTO TAUBATE PATRICIA 18/04/13;JSX51Q1
000000000000368;NOTEBOOK VOLSTRO 3500 + ACESSO;PA;PC;0001;SEM CLASSIFICACAO;8471.30.19;;;;RETORNOU WTC  23/01/12 FONSECA;GSX51Q1
000000000000369;NOTEBOOK VOLSTRO 3500 + ACESSO;PA;PC;0001;SEM CLASSIFICACAO;8471.30.19;;;;ESTA COM O SR FRANCISCO 21/02/11;HSX51Q1
000000000000370;ENCODER EN8040 TANDBERG;PA;PC;0001;SEM CLASSIFICACAO;9030.89.90;;;;SAIU C.24 P.NOLETO 27/03/2018;TB31963
000000000000371;DISTRIB.VIDEO HD HD5DA  AJA;PA;PC;0001;SEM CLASSIFICACAO;8543.70.13;;;;SAIU CASSIO UBERABA 15/03/11;8301
000000000000372;FRAME FA9000 FOR A;PA;PC;0001;SEM CLASSIFICACAO;8543.90.90;;;;SAIU SESC TV MANOEL 22/11/16;11340724
000000000000373;HPA XTS-200C XICOM TECH;PA;PC;0001;SEM CLASSIFICACAO;8543.70.15;;;;SAIU MANUTENCAO BETA 23/10/17;SEM SERIAL
000000000000374;IRD TDR 4022  TIERNAN;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;ALM Q4 02/08/16 OK;0860001222
000000000000375;RECEPTOR TS 9200S2 HD TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;VERIFICAR LOCALIZACAO;BJES00016
000000000000376;UP CONV.TS9055 TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;SAIU MCR CASSIO 23/06/15 2015 OK;LHDH00079
000000000000377;SWITCHER AV-HS400AN PANASONIC;PA;PC;0001;SEM CLASSIFICACAO;8525.80.21;;;;SAIU VILA MARIANA FOX SERGIO 18/04/13;9MK140927
000000000000378;MONITOR DT-V9L1DU JVC;PA;PC;0001;SEM CLASSIFICACAO;8528.21.90;;;;SAIU C.43 KLEBERSON 28/05/2019;083E0575
000000000000379;REMOTE RM-BR300 SONY;PA;PC;0001;SEM CLASSIFICACAO;8531.80.00;;;;ALM CONT2 01/04/2019(V.PEDRO);111421
000000000000380;MIC DE MAO MD431II  SENNHEISER;PA;PC;0001;SEM CLASSIFICACAO;8518.10.00;;;;SAIU EDUARDO PESO C.36 21/03/17;33645
000000000000381;MIC LAPELA C/FIO ECM-77B SONY;PA;PC;0001;SEM CLASSIFICACAO;8518.10.00;;;;ALM J2 29/01/2016;840383
000000000000382;KIT (01) IFBT423 LECTROSONIC;PA;PC;0001;SEM CLASSIFICACAO;8543.89.99;;;;ALM S3 01/03/17 (VEIO BIG);T. 3258 R. 17876, 17875, 17874
000000000000383;KIT REF TRIP 5400K PAMPASNAP;PA;PC;0001;SEM CLASSIFICACAO;9405.40.90;;;;SAIU PARAOLIMPIADAS PESO 01/09/16 2016;1693706 E 1693707
000000000000384;VT DVCAM HVR-M15N  SONY;PA;PC;0001;SEM CLASSIFICACAO;8543.89.32;;;;SAIU MCR CHITAO TESTE 04/09/17;1410662
000000000000385;VT BETASX FONT DNW A25 SONY;PA;PC;0001;SEM CLASSIFICACAO;8543.89.32;;;;ALM V4 17/08/15 2015 OK;30228 (C)
000000000000386;CONV.SC600M MACH IN. SNELL WIL;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;ALM O4 09/06/15 2015 OK;S30112267
000000000000387;VT BETASX+FONT DNW-A25 SONY;PA;PC;0001;SEM CLASSIFICACAO;8543.89.32;;;;ALM V4 17/08/15 2015 OK;12410
000000000000388;KIT REF TRIP 5400K PAMPASNAP;PA;PC;0001;SEM CLASSIFICACAO;9405.40.90;;;;ALM QUARTINHO 09/03/17 (VEIO BIG);1693704, 1693705
000000000000389;RECEPTOR TS 7200-S2 TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU BOX NET PORTO ALEGRE 25/02/13;FJEE00110
000000000000390;MONITOR PBM-217S PLURA;PA;PC;0001;SEM CLASSIFICACAO;7325.10.00;;;;SAIU C.02 02/08/13 THALLES;10KPL170L280149
000000000000391;MONITOR PBM-217S PLURA;PA;PC;0001;SEM CLASSIFICACAO;7325.10.00;;;;SAIU C.17 INVENTARIO 20/07/16;10KPL170L280171
